Date,Open,High,Low,Close,Adj Close,Volume
2023-05-22,82.150002,82.349998,81.599998,82.050003,80.990402,6918411
2023-05-23,82.250000,83.150002,81.800003,82.599998,81.533295,9357512
2023-05-24,82.099998,83.050003,81.800003,82.500000,81.434593,7904196
2023-05-25,82.599998,82.750000,81.650002,82.250000,81.187820,9575601
2023-05-26,80.849998,82.699997,80.449997,82.099998,81.039757,26673130
2023-05-29,82.400002,84.849998,82.050003,84.300003,83.211357,20634118
2023-05-30,84.400002,84.550003,83.000000,83.199997,82.125557,11048903
2023-05-31,82.699997,83.099998,82.099998,82.500000,81.434593,12966397
2023-06-01,82.500000,82.949997,81.800003,82.199997,81.138466,22911903
2023-06-02,82.650002,83.900002,82.550003,83.599998,82.520386,12665361
2023-06-05,83.900002,84.199997,83.099998,83.699997,82.619095,11749146
2023-06-06,83.900002,83.949997,82.849998,83.199997,82.125557,9032643
2023-06-07,83.400002,85.000000,83.150002,84.750000,83.655533,18300344
2023-06-08,84.949997,85.800003,83.900002,84.050003,82.964584,17361553
2023-06-09,84.199997,84.199997,82.400002,82.900002,81.829430,15482610
2023-06-12,83.449997,84.300003,83.000000,83.550003,82.471039,10006837
2023-06-13,83.750000,84.949997,83.750000,84.099998,83.013931,14147667
2023-06-14,84.699997,85.750000,84.250000,84.750000,83.655533,20418160
2023-06-15,84.849998,85.199997,83.900002,84.800003,83.704895,12731420
2023-06-16,85.250000,85.599998,84.699997,85.150002,84.050377,11501358
2023-06-19,85.599998,86.449997,85.199997,85.900002,84.790688,16961035
2023-06-20,85.750000,87.050003,85.349998,86.000000,84.889397,18507799
2023-06-21,86.050003,86.449997,85.000000,85.849998,84.741325,12679704
2023-06-22,85.650002,86.099998,84.500000,85.150002,84.050377,10984829
2023-06-23,84.550003,85.349998,83.800003,84.400002,83.310059,10873933
2023-06-26,84.099998,84.750000,83.400002,84.449997,83.359406,9941493
2023-06-27,84.550003,85.599998,84.250000,85.000000,83.902306,10320705
2023-06-28,85.650002,86.050003,85.099998,85.199997,84.099724,11545483
2023-06-30,85.400002,85.750000,84.900002,85.500000,84.395851,10543357
2023-07-03,85.900002,88.250000,85.599998,87.500000,86.370018,21458900
2023-07-04,87.849998,88.500000,86.900002,87.250000,86.123253,14758818
2023-07-05,87.699997,88.699997,87.599998,88.050003,86.912918,12358194
2023-07-06,87.900002,88.250000,87.000000,87.800003,86.666153,9906211
2023-07-07,87.400002,88.099998,86.199997,86.800003,85.679070,10250502
2023-07-10,87.000000,90.599998,86.900002,90.050003,88.887100,35951620
2023-07-11,90.599998,90.599998,89.500000,90.000000,88.837738,17114253
2023-07-12,90.000000,90.750000,89.250000,89.599998,88.442902,10421729
2023-07-13,91.000000,91.400002,89.349998,89.849998,88.689674,17704740
2023-07-14,90.599998,91.750000,90.000000,91.250000,90.071594,13245628
2023-07-17,91.599998,92.449997,91.150002,91.599998,90.417068,16244703
2023-07-18,91.650002,91.949997,89.750000,90.300003,89.133873,8317264
2023-07-19,90.800003,91.150002,90.250000,90.800003,89.627411,6640273
2023-07-20,90.949997,91.250000,89.750000,89.900002,88.739029,9799742
2023-07-21,89.699997,91.250000,89.099998,90.150002,88.985802,14106972
2023-07-24,90.250000,90.400002,89.199997,89.900002,88.739029,8631435
2023-07-25,90.000000,92.750000,89.750000,92.250000,91.058685,25710455
2023-07-26,92.849998,93.199997,92.000000,92.199997,91.009331,9021181
2023-07-27,92.800003,93.400002,92.099998,92.500000,91.305458,8458483
2023-07-28,92.400002,93.199997,91.750000,92.699997,91.502861,9734958
2023-07-31,93.199997,95.099998,93.050003,94.599998,93.378326,21053644
2023-08-01,95.300003,96.150002,94.800003,95.599998,94.365417,13110258
2023-08-02,95.349998,95.349998,92.199997,92.949997,91.749634,18295129
2023-08-03,92.650002,93.199997,92.000000,92.900002,91.700287,9432214
2023-08-04,93.800003,94.250000,93.099998,94.000000,92.786079,7594563
2023-08-07,94.500000,94.500000,93.199997,94.050003,92.835434,7753436
2023-08-08,94.050003,94.199997,92.150002,92.599998,91.404160,10695875
2023-08-09,92.800003,93.349998,90.949997,92.949997,91.749634,13978237
2023-08-10,92.500000,93.949997,92.300003,92.900002,91.700287,10588532
2023-08-11,91.300003,92.400002,90.349998,91.099998,89.923538,19474269
2023-08-14,91.000000,91.050003,86.650002,87.099998,85.975189,23189557
2023-08-16,87.099998,87.449997,84.750000,84.900002,83.803604,28322838
2023-08-17,85.050003,86.000000,84.599998,84.900002,83.803604,12271217
2023-08-18,85.050003,85.500000,83.900002,84.349998,83.260704,9315437
2023-08-21,84.400002,86.250000,84.000000,86.050003,84.938751,11090878
2023-08-22,86.699997,86.699997,85.449997,85.699997,84.593269,8750174
2023-08-23,86.349998,87.150002,85.800003,86.050003,84.938751,11386589
2023-08-24,86.900002,88.449997,86.300003,86.550003,85.432297,21699641
2023-08-25,86.150002,86.500000,85.300003,85.650002,84.543915,7514441
2023-08-28,86.000000,87.150002,85.800003,86.949997,85.827118,7685360
2023-08-29,87.699997,88.599998,87.250000,88.449997,87.307755,11995479
2023-08-30,89.000000,91.599998,88.800003,91.400002,90.219666,24500533
2023-08-31,91.849998,92.099998,90.449997,90.699997,89.528694,11300175
2023-09-01,91.250000,97.500000,90.849998,96.949997,95.697983,52388079
2023-09-04,97.750000,103.650002,97.699997,102.750000,101.423080,65068908
2023-09-05,103.150002,103.250000,99.849998,101.750000,100.436005,30394405
2023-09-06,101.750000,102.349998,98.400002,99.300003,98.017647,25576766
2023-09-07,99.099998,100.550003,97.449997,99.550003,98.264420,20324016
2023-09-08,100.000000,100.400002,98.000000,98.900002,97.622803,21381211
2023-09-11,99.500000,100.599998,98.800003,99.949997,98.659241,16085094
2023-09-12,101.000000,102.050003,93.099998,93.750000,92.539307,28381920
2023-09-13,94.449997,96.900002,93.699997,96.000000,94.760254,20853496
2023-09-14,96.699997,99.449997,96.300003,98.650002,97.376030,24393971
2023-09-15,99.199997,100.300003,95.550003,96.349998,95.105736,31058038
2023-09-18,96.349998,97.949997,96.300003,96.900002,95.648636,20929184
2023-09-20,96.449997,97.449997,94.550003,95.349998,94.606819,15206482
2023-09-21,95.500000,96.099998,94.099998,94.349998,93.614609,12585171
2023-09-22,94.500000,95.099998,92.900002,93.199997,92.473572,11754217
2023-09-25,93.500000,93.949997,92.349998,93.099998,92.374352,11187855
2023-09-26,93.500000,94.800003,92.849998,93.500000,92.771240,10817622
2023-09-27,93.500000,93.599998,92.349998,92.900002,92.175911,8375033
2023-09-28,93.000000,93.949997,91.250000,91.800003,91.084488,12288222
2023-09-29,93.050003,94.500000,93.000000,93.849998,93.118507,11588721
2023-10-03,94.000000,94.000000,91.400002,91.699997,90.985260,15548573
2023-10-04,90.349998,90.900002,88.900002,89.250000,88.554359,17453762
2023-10-05,89.650002,90.099998,88.500000,88.650002,87.959038,9372979
2023-10-06,89.599998,90.300003,88.699997,88.849998,88.157478,12869247
2023-10-09,88.000000,88.250000,86.000000,86.349998,85.676964,12795052
2023-10-10,86.900002,89.099998,86.500000,88.800003,88.107872,12762654
2023-10-11,89.199997,89.650002,88.400002,88.599998,87.909424,15503178
2023-10-12,89.250000,90.449997,88.900002,89.349998,88.653580,12154040
2023-10-13,88.750000,89.849998,88.199997,88.900002,88.207092,11546230
2023-10-16,89.000000,89.500000,88.400002,89.199997,88.504745,10487993
2023-10-17,89.699997,90.599998,89.250000,89.500000,88.802414,10121691
2023-10-18,89.599998,90.400002,87.449997,87.750000,87.066055,15854654
2023-10-19,87.349998,88.699997,86.800003,88.500000,87.810211,8686749
2023-10-20,87.949997,88.849998,86.550003,86.900002,86.222679,11025391
2023-10-23,86.699997,86.849998,83.000000,83.349998,82.700348,16394075
2023-10-25,84.000000,85.349998,83.099998,84.150002,83.494118,14344290
2023-10-26,83.500000,83.699997,81.800003,83.250000,82.601128,11702863
2023-10-27,84.000000,84.500000,83.400002,83.949997,83.295670,7823423
2023-10-30,84.449997,84.650002,83.400002,83.849998,83.196449,10725366
2023-10-31,84.449997,84.949997,83.699997,83.849998,83.196449,9635615
2023-11-01,84.000000,84.150002,82.599998,82.900002,82.253860,6612710
2023-11-02,83.900002,85.400002,83.349998,85.050003,84.387100,11759902
2023-11-03,85.800003,85.849998,84.599998,84.900002,84.238266,7685817
2023-11-06,86.000000,87.500000,85.250000,86.849998,86.173065,11705948
2023-11-07,85.949997,86.000000,84.400002,85.300003,84.635155,17638494
2023-11-08,85.699997,86.550003,84.949997,85.949997,85.280083,18334392
2023-11-09,86.099998,87.500000,86.000000,87.150002,86.470734,14898986
2023-11-10,87.150002,88.650002,86.599998,88.099998,87.413322,14776717
2023-11-13,89.300003,89.650002,87.550003,88.199997,87.512543,20080996
2023-11-15,89.449997,89.750000,88.250000,88.400002,87.710991,16145878
2023-11-16,88.650002,88.750000,87.800003,88.000000,87.314102,9828235
2023-11-17,88.400002,89.550003,88.099998,89.300003,88.603973,15173874
2023-11-20,89.699997,91.500000,89.550003,90.349998,89.645790,30213668
2023-11-21,90.849998,91.500000,90.500000,90.650002,89.943451,13384773
2023-11-22,91.000000,91.000000,88.750000,89.250000,88.554359,11701214
2023-11-23,89.500000,90.300003,88.150002,89.849998,89.149681,13092010
2023-11-24,89.599998,90.650002,89.000000,89.199997,88.504745,9598262
2023-11-28,89.550003,91.400002,89.400002,90.949997,90.241112,19252753
2023-11-29,91.500000,92.199997,90.900002,91.199997,90.489159,22993584
2023-11-30,91.500000,92.500000,90.650002,92.300003,91.580589,26327767
2023-12-01,93.000000,94.199997,92.199997,93.150002,92.423965,28208739
2023-12-04,94.949997,95.500000,93.800003,94.000000,93.267342,30750546
2023-12-05,94.099998,96.849998,93.400002,95.750000,95.003700,34837108
2023-12-06,96.599998,101.099998,95.500000,99.349998,98.575638,74817529
2023-12-07,99.800003,100.349998,98.150002,98.949997,98.178757,22413672
2023-12-08,99.150002,100.349998,96.300003,98.099998,97.335381,25014086
2023-12-11,98.099998,100.949997,97.750000,100.800003,100.014343,29721883
2023-12-12,101.199997,102.500000,99.000000,100.000000,99.220573,40788275
2023-12-13,100.699997,103.650002,100.550003,103.250000,102.445244,42797594
2023-12-14,105.099998,112.250000,105.099998,110.949997,110.085220,177834487
2023-12-15,111.250000,113.349998,109.400002,111.449997,110.581329,69403738
2023-12-18,112.000000,117.150002,110.750000,115.449997,114.550148,78649010
2023-12-19,115.449997,116.550003,110.199997,111.050003,110.184448,35413677
2023-12-20,112.349998,112.949997,102.650002,103.699997,102.891731,41617472
2023-12-21,103.849998,109.900002,102.150002,109.000000,108.150429,52112170
2023-12-22,110.500000,113.500000,109.500000,112.750000,111.871201,56223938
2023-12-26,113.650002,114.900002,111.300003,113.550003,112.664963,37093574
2023-12-27,115.150002,118.199997,115.000000,115.449997,114.550148,87756029
2023-12-28,116.400002,123.849998,116.099998,122.849998,121.892471,112886813
2023-12-29,123.300003,125.750000,120.849998,123.650002,122.686241,65438649
2024-01-01,123.650002,126.900002,122.650002,124.699997,123.728050,37525817
2024-01-02,124.650002,124.650002,120.250000,123.000000,122.041306,38718627
2024-01-03,122.400002,122.699997,118.699997,119.099998,118.171700,30459539
2024-01-04,119.250000,120.699997,118.250000,118.650002,117.725212,21439561
2024-01-05,119.500000,120.750000,115.699997,116.949997,116.038460,22784093
2024-01-08,117.099998,117.599998,114.000000,114.300003,113.409119,21830246
2024-01-09,115.199997,116.599998,113.750000,114.199997,113.309891,16993314
2024-01-10,114.000000,115.650002,112.199997,115.050003,114.153275,20963866
2024-01-11,115.949997,116.550003,113.000000,113.500000,112.615349,16565652
2024-01-12,114.000000,116.349998,113.650002,114.900002,114.004440,19498240
2024-01-15,116.000000,116.300003,113.800003,114.650002,113.756386,16054366
2024-01-16,115.050003,119.949997,114.000000,119.550003,118.618202,63560474
2024-01-17,117.849998,117.849998,112.500000,113.099998,112.218468,59898451
2024-01-18,113.099998,114.050003,107.500000,113.050003,112.168861,39166751
2024-01-19,114.300003,114.849998,113.500000,114.099998,113.210670,14431734
2024-01-23,114.900002,114.900002,108.000000,108.800003,107.951988,29014770
2024-01-24,109.849998,115.500000,109.000000,115.050003,114.153275,37267385
2024-01-25,115.900002,119.949997,114.000000,119.099998,118.171700,62850007
2024-01-29,120.500000,121.650002,118.000000,120.449997,119.511177,45734036
2024-01-30,121.699997,124.849998,120.650002,121.199997,120.255333,54176726
2024-01-31,121.500000,124.300003,120.699997,122.500000,121.545204,28514173
2024-02-01,123.500000,123.500000,118.699997,119.300003,118.370148,23393545
2024-02-02,120.500000,129.649994,119.800003,128.300003,127.300003,115557246
2024-02-05,130.000000,138.399994,130.000000,135.300003,134.245438,130644925
2024-02-06,137.250000,146.699997,133.800003,145.500000,144.365936,121450085
2024-02-07,148.399994,150.000000,142.649994,143.449997,142.331909,100793018
2024-02-08,144.250000,145.899994,138.000000,139.050003,137.966217,34821242
2024-02-09,139.250000,139.600006,129.449997,133.649994,132.608292,53110476
2024-02-12,134.250000,136.000000,121.000000,122.750000,121.793251,54452795
2024-02-13,120.050003,121.650002,116.300003,117.849998,116.931442,65167883
2024-02-14,117.099998,123.699997,116.000000,122.949997,121.991692,44986596
2024-02-15,124.000000,126.900002,123.250000,125.750000,124.769875,41215523
2024-02-16,127.099998,131.399994,127.000000,127.449997,126.456619,52165364
2024-02-19,128.600006,130.399994,125.800003,128.300003,127.300003,29556961
2024-02-20,129.000000,131.399994,126.300003,130.350006,130.350006,35081976
2024-02-21,130.649994,134.199997,129.000000,130.199997,130.199997,78653013
2024-02-22,131.500000,132.199997,125.650002,129.300003,129.300003,59343469
2024-02-23,130.399994,131.300003,127.099998,128.000000,128.000000,23535334
2024-02-26,128.000000,128.000000,123.750000,124.199997,124.199997,23550719
2024-02-27,124.500000,126.300003,124.199997,125.349998,125.349998,17548565
2024-02-28,125.500000,126.699997,121.150002,121.750000,121.750000,22958071
2024-02-29,121.349998,123.800003,120.449997,121.199997,121.199997,48476583
2024-03-01,123.000000,135.750000,123.000000,133.000000,133.000000,140528760
2024-03-04,138.199997,145.000000,133.000000,141.649994,141.649994,122158785
